sample,library,date,fastq_R1,notes
RSV-F-LibB-250723-Cles-3,RSV-F-LibB,20250723,/shared/ngs/illumina/cabel/20250724_LH00740_0110_B233MCLLT3/Unaligned/CS_250723/RSVF-LibB-250723-Cles-3_S34_L001_R1_001.fastq.gz,
RSV-F-LibB-250723-Cles-4,RSV-F-LibB,20250723,/shared/ngs/illumina/cabel/20250724_LH00740_0110_B233MCLLT3/Unaligned/CS_250723/RSVF-LibB-250723-Cles-4_S35_L001_R1_001.fastq.gz,
RSV-F-LibB-250723-Cles-5,RSV-F-LibB,20250723,/shared/ngs/illumina/cabel/20250724_LH00740_0110_B233MCLLT3/Unaligned/CS_250723/RSVF-LibB-250723-Cles-5_S36_L001_R1_001.fastq.gz,
RSV-F-LibA-250725-NoAntibody,RSV-F-LibA,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibA-250725-NoAb_S1_R1_001.fastq.gz,
RSV-F-LibA-250725-NirFab-1,RSV-F-LibA,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibA-250725-NirFab-1_S2_R1_001.fastq.gz,
RSV-F-LibA-250725-NirFab-2,RSV-F-LibA,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibA-250725-NirFab-2_S3_R1_001.fastq.gz,
RSV-F-LibA-250725-NirFab-3,RSV-F-LibA,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibA-250725-NirFab-3_S4_R1_001.fastq.gz,
RSV-F-LibA-250725-NirFab-4,RSV-F-LibA,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibA-250725-NirFab-4_S5_R1_001.fastq.gz,
RSV-F-LibB-250725-NoAntibody,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-NoAb_S6_R1_001.fastq.gz,
RSV-F-LibB-250725-ClesFab-1,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-ClesFab-1_S7_R1_001.fastq.gz,
RSV-F-LibB-250725-ClesFab-2,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-ClesFab-2_S8_R1_001.fastq.gz,
RSV-F-LibB-250725-ClesFab-3,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-ClesFab-3_S9_R1_001.fastq.gz,
RSV-F-LibB-250725-ClesFab-4,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-ClesFab-4_S10_R1_001.fastq.gz,
RSV-F-LibB-250725-SuptFab-1,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-SuptFab-1_S11_R1_001.fastq.gz,
RSV-F-LibB-250725-SuptFab-2,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-SuptFab-2_S12_R1_001.fastq.gz,
RSV-F-LibB-250725-SuptFab-3,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-SuptFab-3_S13_R1_001.fastq.gz,
RSV-F-LibB-250725-SuptFab-4,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-SuptFab-4_S14_R1_001.fastq.gz,
RSV-F-LibB-250725-RSM01-1,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-RSM01-1_S15_R1_001.fastq.gz,
RSV-F-LibB-250725-RSM01-2,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-RSM01-2_S16_R1_001.fastq.gz,
RSV-F-LibB-250725-RSM01-3,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-RSM01-3_S17_R1_001.fastq.gz,
RSV-F-LibB-250725-RSM01-4,RSV-F-LibB,20250725,/shared/ngs/illumina/sharari/250729_VH00699_577_AACMM7JHV/Unaligned/Project_sharari/RSVF-LibB-250725-RSM01-4_S18_R1_001.fastq.gz,
RSV-F-LibA-250730-NoAntibody,RSV-F-LibA,20250730,/shared/ngs/illumina/cabel/250731_VH00699_578_AAH35M2M5/Unaligned/Project_cabel/RSVF-LibA-250730-NoAb_S1_R1_001.fastq.gz,
RSV-F-LibA-250730-SuptFab-1,RSV-F-LibA,20250730,/shared/ngs/illumina/cabel/250731_VH00699_578_AAH35M2M5/Unaligned/Project_cabel/RSVF-LibA-250730-SuptFab-1_S3_R1_001.fastq.gz,
RSV-F-LibA-250730-SuptFab-2,RSV-F-LibA,20250730,/shared/ngs/illumina/cabel/250731_VH00699_578_AAH35M2M5/Unaligned/Project_cabel/RSVF-LibA-250730-SuptFab-2_S4_R1_001.fastq.gz,
RSV-F-LibA-250730-SuptFab-3,RSV-F-LibA,20250730,/shared/ngs/illumina/cabel/250731_VH00699_578_AAH35M2M5/Unaligned/Project_cabel/RSVF-LibA-250730-SuptFab-3_S5_R1_001.fastq.gz,
RSV-F-LibA-250730-SuptFab-4,RSV-F-LibA,20250730,/shared/ngs/illumina/cabel/250731_VH00699_578_AAH35M2M5/Unaligned/Project_cabel/RSVF-LibA-250730-SuptFab-4_S6_R1_001.fastq.gz,
RSV-F-LibA-250806-NoAntibody1,RSV-F-LibA,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibA-250806-NoAb_1_S1_L001_R1_001.fastq.gz,
RSV-F-LibA-250806-NoAntibody2,RSV-F-LibA,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibA-250806-NoAb_2_S2_L001_R1_001.fastq.gz,
RSV-F-LibA-250806-ClesFab-1,RSV-F-LibA,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibA-250806-ClesFab-1_S11_L001_R1_001.fastq.gz,
RSV-F-LibA-250806-ClesFab-2,RSV-F-LibA,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibA-250806-ClesFab-2_S12_L001_R1_001.fastq.gz,
RSV-F-LibA-250806-ClesFab-3,RSV-F-LibA,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibA-250806-ClesFab-3_S13_L001_R1_001.fastq.gz,
RSV-F-LibA-250806-ClesFab-4,RSV-F-LibA,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibA-250806-ClesFab-4_S14_L001_R1_001.fastq.gz,
RSV-F-LibA-250806-ClesFab-5,RSV-F-LibA,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibA-250806-ClesFab-5_S15_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-NoAntibody1,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-NoAb_1_S3_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-NoAntibody2,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-NoAb_2_S4_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-PalFab-1,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-PalFab-1_S5_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-PalFab-2,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-PalFab-2_S6_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-PalFab-3,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-PalFab-3_S7_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-PalFab-4,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-PalFab-4_S8_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-PalFab-5,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-PalFab-5_S9_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-PalFab-6,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-PalFab-6_S10_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-RSM01-1,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-RSM01-1_S16_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-RSM01-2,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-RSM01-2_S17_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-RSM01-3,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-RSM01-3_S18_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-RSM01-4,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-RSM01-4_S19_L001_R1_001.fastq.gz,
RSV-F-LibB-250806-RSM01-5,RSV-F-LibB,20250806,/shared/ngs/illumina/sharari/20250811_LH00740_0118_B233KFVLT3/Unaligned/20250808_SH_WR_CS/RSVF-LibB-250806-RSM01-5_S20_L001_R1_001.fastq.gz,
RSV-F-LibA-250820-NoAb,RSV-F-LibA,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-NoAb-1_S1_R1_001.fastq.gz;/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-NoAb-2_S2_R1_001.fastq.gz,
RSV-F-LibA-250820-PalFab-1,RSV-F-LibA,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-PalFab-1_S3_R1_001.fastq.gz,
RSV-F-LibA-250820-PalFab-2,RSV-F-LibA,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-PalFab-2_S4_R1_001.fastq.gz,
RSV-F-LibA-250820-PalFab-3,RSV-F-LibA,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-PalFab-3_S5_R1_001.fastq.gz,
RSV-F-LibA-250820-PalFab-4,RSV-F-LibA,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-PalFab-4_S6_R1_001.fastq.gz,
RSV-F-LibA-250820-RSM01-1,RSV-F-LibA,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-RSM01-1_S7_R1_001.fastq.gz,
RSV-F-LibA-250820-RSM01-2,RSV-F-LibA,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-RSM01-2_S8_R1_001.fastq.gz,
RSV-F-LibA-250820-RSM01-3,RSV-F-LibA,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-RSM01-3_S9_R1_001.fastq.gz,
RSV-F-LibA-250820-RSM01-4,RSV-F-LibA,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibA-250820-RSM01-4_S10_R1_001.fastq.gz,
RSV-F-LibB-250820-NoAb,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-NoAb-1_S11_R1_001.fastq.gz;/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-NoAb-2_S12_R1_001.fastq.gz,
RSV-F-LibB-250820-RSMFab-1,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-RSMFab-1_S13_R1_001.fastq.gz,
RSV-F-LibB-250820-RSMFab-2,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-RSMFab-2_S14_R1_001.fastq.gz,
RSV-F-LibB-250820-RSMFab-3,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-RSMFab-3_S15_R1_001.fastq.gz,
RSV-F-LibB-250820-RSMFab-4,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-RSMFab-4_S16_R1_001.fastq.gz,
RSV-F-LibB-250820-RSMFab-5,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-RSMFab-5_S17_R1_001.fastq.gz,
RSV-F-LibB-250820-RSM01-1,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-RSM01-1_S18_R1_001.fastq.gz,
RSV-F-LibB-250820-RSM01-2,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-RSM01-2_S19_R1_001.fastq.gz,
RSV-F-LibB-250820-RSM01-3,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-RSM01-3_S20_R1_001.fastq.gz,
RSV-F-LibB-250820-RSM01-4,RSV-F-LibB,20250820,/shared/ngs/illumina/sharari/250825_VH00319_578_AACVTV3HV/Unaligned/Project_sharari/RSVF-LibB-250820-RSM01-4_S21_R1_001.fastq.gz,
